site	sample	technology	lanes	depth	percent	type	value
HanXRQChr00c0001.99458	HT352_MO1W-33.sort.bam	X10	3570_7	23	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT352_MO1W-33.sort.bam	X10	3570_7	23	0.10930749734744	control	1
HanXRQChr00c0001.99458	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	15	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	15	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT284_P-45.sort.bam	X10	3570_5	7	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT284_P-45.sort.bam	X10	3570_5	7	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	22	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	22	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	27	0.293384125189629	within_lane	1
HanXRQChr00c0001.99458	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	27	0.293384125189629	control	0
HanXRQChr00c0001.99458	HT014_IA2W-16.sort.bam	X10	3570_8	18	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT014_IA2W-16.sort.bam	X10	3570_8	18	0.10930749734744	control	0
HanXRQChr00c0001.99458	Q089_MK4-4R.sort.bam	X10	3579_1;3564_8	21	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	Q089_MK4-4R.sort.bam	X10	3579_1;3564_8	21	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT247_IA1W-33.sort.bam	X10	3563_8	18	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT247_IA1W-33.sort.bam	X10	3563_8	18	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	55	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	55	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	55	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	55	0.10930749734744	control	0
HanXRQChr00c0001.99458	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	45	0.10930749734744	within_lane	1
HanXRQChr00c0001.99458	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	45	0.10930749734744	control	0
HanXRQChr00c0001.99458	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	20	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	20	0.10930749734744	control	0
HanXRQChr00c0001.99458	Q086_MB1W-40.sort.bam	X10	3579_1;3564_8	28	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	Q086_MB1W-40.sort.bam	X10	3579_1;3564_8	28	0.10930749734744	control	0
HanXRQChr00c0001.99458	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	41	0.10930749734744	within_lane	0
HanXRQChr00c0001.99458	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	41	0.10930749734744	control	0
HanXRQChr00c0001.99480	HT199_MK1-14.sort.bam	HiSeq2500	3393_4	11	0.134814827171965	within_lane	0
HanXRQChr00c0001.99480	HT199_MK1-14.sort.bam	HiSeq2500	3393_4	11	0.134814827171965	control	1
HanXRQChr00c0001.99480	Q041_KS1W-24.sort.bam	X10	3577_6;3564_6	27	0.134814827171965	within_lane	0
HanXRQChr00c0001.99480	Q041_KS1W-24.sort.bam	X10	3577_6;3564_6	27	0.134814827171965	control	0
HanXRQChr00c0001.99480	HT308_SD2W-27.sort.bam	X10	3577_2;3564_2	17	0.134814827171965	within_lane	1
HanXRQChr00c0001.99480	HT308_SD2W-27.sort.bam	X10	3577_2;3564_2	17	0.134814827171965	control	0
HanXRQChr00c0001.99480	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	51	0.134814827171965	within_lane	0
HanXRQChr00c0001.99480	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	51	0.134814827171965	control	1
HanXRQChr00c0001.99500	HT054_IA2A-1.sort.bam	X10	3577_4;3564_4	22	0.083091098618972	within_lane	0
HanXRQChr00c0001.99500	HT054_IA2A-1.sort.bam	X10	3577_4;3564_4	22	0.083091098618972	control	0
HanXRQChr00c0001.99500	HT224_KS2A-16.sort.bam	HiSeq2500	3441_7;3393_6	6	0.236528925481536	within_lane	0
HanXRQChr00c0001.99500	HT224_KS2A-16.sort.bam	HiSeq2500	3441_7;3393_6	6	0.236528925481536	control	0
HanXRQChr00c0001.99500	Q100_SD2W-23R.sort.bam	X10	3570_1	17	0.083091098618972	within_lane	0
HanXRQChr00c0001.99500	Q100_SD2W-23R.sort.bam	X10	3570_1	17	0.083091098618972	control	0
HanXRQChr00c0001.99500	HT352_MO1W-33.sort.bam	X10	3570_7	21	0.083091098618972	within_lane	0
HanXRQChr00c0001.99500	HT352_MO1W-33.sort.bam	X10	3570_7	21	0.083091098618972	control	0
HanXRQChr00c0001.99500	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	51	0.083091098618972	within_lane	0
HanXRQChr00c0001.99500	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	51	0.083091098618972	control	0
HanXRQChr00c0001.99500	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	33	0.083091098618972	within_lane	0
HanXRQChr00c0001.99500	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	33	0.083091098618972	control	0
HanXRQChr00c0001.99513	HT347_MK3-41.sort.bam	X10	3570_7	26	0.392746789855616	within_lane	1
HanXRQChr00c0001.99513	HT347_MK3-41.sort.bam	X10	3570_7	26	0.392746789855616	control	1
HanXRQChr00c0001.99513	HT32_IA2A-35R.sort.bam	HiSeq2500	3392_1	8	0.34095384349865	within_lane	0
HanXRQChr00c0001.99513	HT32_IA2A-35R.sort.bam	HiSeq2500	3392_1	8	0.34095384349865	control	0
HanXRQChr00c0001.99513	HT243_IA1A-11.sort.bam	X10	3563_8	11	0.374423666192115	within_lane	1
HanXRQChr00c0001.99513	HT243_IA1A-11.sort.bam	X10	3563_8	11	0.374423666192115	control	1
HanXRQChr00c0001.99513	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	32	0.392746789855616	within_lane	1
HanXRQChr00c0001.99513	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	32	0.392746789855616	control	0
HanXRQChr00c0001.99513	HT013_SD2W-18.sort.bam	X10	3570_8	18	0.392746789855616	within_lane	0
HanXRQChr00c0001.99513	HT013_SD2W-18.sort.bam	X10	3570_8	18	0.392746789855616	control	0
HanXRQChr00c0001.99513	HT014_IA2W-16.sort.bam	X10	3570_8	27	0.392746789855616	within_lane	0
HanXRQChr00c0001.99513	HT014_IA2W-16.sort.bam	X10	3570_8	27	0.392746789855616	control	0
HanXRQChr00c0001.99513	Q35_IA2A-7.sort.bam	HiSeq2500	3441_7;3393_8	14	0.81037333910278	within_lane	1
HanXRQChr00c0001.99513	Q35_IA2A-7.sort.bam	HiSeq2500	3441_7;3393_8	14	0.81037333910278	control	1
HanXRQChr00c0001.99513	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	62	0.392746789855616	within_lane	1
HanXRQChr00c0001.99513	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	62	0.392746789855616	control	0
HanXRQChr00c0001.99513	HT290_SD1W-20.sort.bam	X10	3570_5	32	0.392746789855616	within_lane	0
HanXRQChr00c0001.99513	HT290_SD1W-20.sort.bam	X10	3570_5	32	0.392746789855616	control	0
HanXRQChr00c0001.99513	HT040_MK6-19.sort.bam	X10	3563_7	16	0.392746789855616	within_lane	1
HanXRQChr00c0001.99513	HT040_MK6-19.sort.bam	X10	3563_7	16	0.392746789855616	control	0
HanXRQChr00c0001.99559	HT303_ND1A-21bR.sort.bam	X10	3570_6	9	0.784493397053419	within_lane	1
HanXRQChr00c0001.99559	HT303_ND1A-21bR.sort.bam	X10	3570_6	9	0.784493397053419	control	1
HanXRQChr00c0001.99559	HT66_MK6-17.sort.bam	HiSeq2500	3392_4	10	0.751467593086662	within_lane	1
HanXRQChr00c0001.99559	HT66_MK6-17.sort.bam	HiSeq2500	3392_4	10	0.751467593086662	control	1
HanXRQChr00c0001.99559	HT146_SD2W-5.sort.bam	HiSeq2500	3392_8	8	0.784493397053419	within_lane	1
HanXRQChr00c0001.99559	HT146_SD2W-5.sort.bam	HiSeq2500	3392_8	8	0.784493397053419	control	0
HanXRQChr00c0001.99559	HT309_SK1A-11B.sort.bam	X10	3570_6	8	0.791163741413098	within_lane	1
HanXRQChr00c0001.99559	HT309_SK1A-11B.sort.bam	X10	3570_6	8	0.791163741413098	control	1
HanXRQChr00c0001.99585	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	45	0.134412840309718	within_lane	0
HanXRQChr00c0001.99585	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	45	0.134412840309718	control	0
HanXRQChr00c0001.99585	HT007_MK4-20.sort.bam	X10	3563_7	14	0.134412840309718	within_lane	0
HanXRQChr00c0001.99585	HT007_MK4-20.sort.bam	X10	3563_7	14	0.134412840309718	control	1
HanXRQChr00c0001.99585	HT157_MK7-6.sort.bam	HiSeq2500	3441_7;3393_1	13	0.371939495031703	within_lane	0
HanXRQChr00c0001.99585	HT157_MK7-6.sort.bam	HiSeq2500	3441_7;3393_1	13	0.371939495031703	control	1
HanXRQChr00c0001.99585	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	17	0.134412840309718	within_lane	1
HanXRQChr00c0001.99585	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	17	0.134412840309718	control	0
HanXRQChr00c0001.99585	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	22	0.351466497476666	within_lane	1
HanXRQChr00c0001.99585	HT217_SD2W-21.sort.bam	HiSeq2500	3441_6;3393_5	22	0.351466497476666	control	0
HanXRQChr00c0001.99611	Q095_P-16.sort.bam	X10	3570_1	8	0.0289136248403576	within_lane	0
HanXRQChr00c0001.99611	Q095_P-16.sort.bam	X10	3570_1	8	0.0289136248403576	control	0
HanXRQChr00c0001.99611	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	14	0.0289136248403576	within_lane	1
HanXRQChr00c0001.99611	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	14	0.0289136248403576	control	0
HanXRQChr00c0001.99611	Q079_KS1A-15.sort.bam	X10	3577_7;3564_7	46	0.0289136248403576	within_lane	0
HanXRQChr00c0001.99611	Q079_KS1A-15.sort.bam	X10	3577_7;3564_7	46	0.0289136248403576	control	0
HanXRQChr00c0001.99617	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	55	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT260_MK1-4.sort.bam	X10	3577_1;3564_1	55	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT256_KS2A-4.sort.bam	X10	3563_8	17	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT256_KS2A-4.sort.bam	X10	3563_8	17	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT259_KS2E-6.sort.bam	X10	3577_1;3564_1	24	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT259_KS2E-6.sort.bam	X10	3577_1;3564_1	24	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT373_SD1W-4.sort.bam	X10	3570_8	20	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT373_SD1W-4.sort.bam	X10	3570_8	20	0.278535614395553	control	0
HanXRQChr00c0001.99617	Q042_KS1W-35.sort.bam	X10	3577_7;3564_7	35	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q042_KS1W-35.sort.bam	X10	3577_7;3564_7	35	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT299_MK5-1.sort.bam	X10	3570_6	9	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT299_MK5-1.sort.bam	X10	3570_6	9	0.278535614395553	control	1
HanXRQChr00c0001.99617	Q082_KS2A-14.sort.bam	X10	3577_7;3564_7	32	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q082_KS2A-14.sort.bam	X10	3577_7;3564_7	32	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT007_MK4-20.sort.bam	X10	3563_7	11	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT007_MK4-20.sort.bam	X10	3563_7	11	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	27	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	27	0.278535614395553	control	1
HanXRQChr00c0001.99617	QPC2_IA2W-6.sort.bam	X10	3570_2	18	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	QPC2_IA2W-6.sort.bam	X10	3570_2	18	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT376_SK1A-23.sort.bam	X10	3570_8	22	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT376_SK1A-23.sort.bam	X10	3570_8	22	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	29	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	29	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT255_KS1W-29.sort.bam	X10	3563_8	17	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT255_KS1W-29.sort.bam	X10	3563_8	17	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT254_KS1W-27.sort.bam	X10	3563_8	20	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT254_KS1W-27.sort.bam	X10	3563_8	20	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT61_MB1W-31.sort.bam	HiSeq2500	3393_8	5	0.256619364235483	within_lane	0
HanXRQChr00c0001.99617	HT61_MB1W-31.sort.bam	HiSeq2500	3393_8	5	0.256619364235483	control	0
HanXRQChr00c0001.99617	Q029B_SD1A38.sort.bam	X10	3577_6;3564_6	22	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q029B_SD1A38.sort.bam	X10	3577_6;3564_6	22	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT313_MK4-11.sort.bam	X10	3577_2;3564_2	24	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT313_MK4-11.sort.bam	X10	3577_2;3564_2	24	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	36	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT344_KS1A-25.sort.bam	X10	3577_3;3564_3	36	0.278535614395553	control	0
HanXRQChr00c0001.99617	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	38	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	38	0.278535614395553	control	0
HanXRQChr00c0001.99617	Q077_IA1W-21.sort.bam	X10	3579_1;3564_8	15	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q077_IA1W-21.sort.bam	X10	3579_1;3564_8	15	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	30	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	30	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT374_SD2A-36.sort.bam	X10	3570_8	18	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT374_SD2A-36.sort.bam	X10	3570_8	18	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	19	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT345_KS1W-2.sort.bam	X10	3577_3;3564_3	19	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	20	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT319_IA2A-31.sort.bam	X10	3577_2;3564_2	20	0.278535614395553	control	1
HanXRQChr00c0001.99617	Q088_MK4-4.sort.bam	X10	3579_1;3564_8	15	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q088_MK4-4.sort.bam	X10	3579_1;3564_8	15	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT014_IA2W-16.sort.bam	X10	3570_8	28	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT014_IA2W-16.sort.bam	X10	3570_8	28	0.278535614395553	control	0
HanXRQChr00c0001.99617	HT268_IA1A_25R.sort.bam	X10	3577_1;3564_1	20	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	HT268_IA1A_25R.sort.bam	X10	3577_1;3564_1	20	0.278535614395553	control	1
HanXRQChr00c0001.99617	HT136_MK7-1.sort.bam	HiSeq2500	3441_7;3392_8	7	0.663191540155782	within_lane	1
HanXRQChr00c0001.99617	HT136_MK7-1.sort.bam	HiSeq2500	3441_7;3392_8	7	0.663191540155782	control	1
HanXRQChr00c0001.99617	HT290_SD1W-20.sort.bam	X10	3570_5	15	0.278535614395553	within_lane	1
HanXRQChr00c0001.99617	HT290_SD1W-20.sort.bam	X10	3570_5	15	0.278535614395553	control	0
HanXRQChr00c0001.99617	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	22	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	Q004B_SD1A-1.sort.bam	X10	3577_7;3564_7	22	0.278535614395553	control	0
HanXRQChr00c0001.99617	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	23	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	QPH4_SD1W-13.sort.bam	X10	3577_5;3564_5	23	0.278535614395553	control	0
HanXRQChr00c0001.99617	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	38	0.278535614395553	within_lane	0
HanXRQChr00c0001.99617	QPD2_KS1W-32.sort.bam	X10	3577_5;3564_5	38	0.278535614395553	control	0
HanXRQChr00c0001.99620	Q87_MK3-2.sort.bam	X10	3570_2	22	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	Q87_MK3-2.sort.bam	X10	3570_2	22	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT178_MK3-40.sort.bam	X10	3570_8	13	0.929873040916448	within_lane	1
HanXRQChr00c0001.99620	HT178_MK3-40.sort.bam	X10	3570_8	13	0.929873040916448	control	1
HanXRQChr00c0001.99620	HT282_P-18.sort.bam	X10	3570_5	7	0.929873040916448	within_lane	1
HanXRQChr00c0001.99620	HT282_P-18.sort.bam	X10	3570_5	7	0.929873040916448	control	1
HanXRQChr00c0001.99620	HT109_MK5-18.sort.bam	HiSeq2500	3392_6	5	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	HT109_MK5-18.sort.bam	HiSeq2500	3392_6	5	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	13	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	HT340_IA1A-4.sort.bam	X10	3577_3;3564_3	13	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT349_MK7-28.sort.bam	X10	3570_7	13	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	HT349_MK7-28.sort.bam	X10	3570_7	13	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT291_KS1A-14.sort.bam	X10	3570_6	13	0.932225632194114	within_lane	0
HanXRQChr00c0001.99620	HT291_KS1A-14.sort.bam	X10	3570_6	13	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	13	0.90859981199123	within_lane	1
HanXRQChr00c0001.99620	HT78_MK1-17.sort.bam	HiSeq2500	3392_4	13	0.90859981199123	control	1
HanXRQChr00c0001.99620	Q075_IA1W-1.sort.bam	X10	3577_6;3564_6	8	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	Q075_IA1W-1.sort.bam	X10	3577_6;3564_6	8	0.932225632194114	control	1
HanXRQChr00c0001.99620	Q095B_SD2A-27.sort.bam	X10	3570_3	14	0.697675359904672	within_lane	1
HanXRQChr00c0001.99620	Q095B_SD2A-27.sort.bam	X10	3570_3	14	0.697675359904672	control	1
HanXRQChr00c0001.99620	Q097_SD1W-6.sort.bam	X10	3570_1	12	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	Q097_SD1W-6.sort.bam	X10	3570_1	12	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT120_SK1A-22STAR.sort.bam	HiSeq2500	3392_6	6	0.929873040916448	within_lane	1
HanXRQChr00c0001.99620	HT120_SK1A-22STAR.sort.bam	HiSeq2500	3392_6	6	0.929873040916448	control	1
HanXRQChr00c0001.99620	HT208_MK3-36.sort.bam	HiSeq2500	3393_4	10	0.929873040916448	within_lane	1
HanXRQChr00c0001.99620	HT208_MK3-36.sort.bam	HiSeq2500	3393_4	10	0.929873040916448	control	1
HanXRQChr00c0001.99620	HT290_SD1W-20.sort.bam	X10	3570_5	15	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	HT290_SD1W-20.sort.bam	X10	3570_5	15	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT315_IA1A-24.sort.bam	X10	3577_2;3564_2	14	0.932225632194114	within_lane	1
HanXRQChr00c0001.99620	HT315_IA1A-24.sort.bam	X10	3577_2;3564_2	14	0.932225632194114	control	1
HanXRQChr00c0001.99620	HT152_MK8-23.sort.bam	X10	3563_7	5	0.929873040916448	within_lane	0
HanXRQChr00c0001.99620	HT152_MK8-23.sort.bam	X10	3563_7	5	0.929873040916448	control	1
HanXRQChr00c0001.99620	HT92_MK7-2.sort.bam	HiSeq2500	3392_4	5	0.905785010032894	within_lane	1
HanXRQChr00c0001.99620	HT92_MK7-2.sort.bam	HiSeq2500	3392_4	5	0.905785010032894	control	1
HanXRQChr00c0001.99649	HT244_IA1A-25.sort.bam	X10	3563_8	19	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT244_IA1A-25.sort.bam	X10	3563_8	19	0.0288210402462353	control	0
HanXRQChr00c0001.99649	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	37	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	Q084_KS2W-32.sort.bam	X10	3579_1;3564_8	37	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT135_MK6-3.sort.bam	HiSeq2500	3392_7	27	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT135_MK6-3.sort.bam	HiSeq2500	3392_7	27	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	26	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT269_IA1W-5.sort.bam	X10	3577_1;3564_1	26	0.0288210402462353	control	0
HanXRQChr00c0001.99649	Q029B_SD1A38.sort.bam	X10	3577_6;3564_6	27	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	Q029B_SD1A38.sort.bam	X10	3577_6;3564_6	27	0.0288210402462353	control	0
HanXRQChr00c0001.99649	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	37	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	QPA2_KS2W-8.sort.bam	X10	3577_5;3564_5	37	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT339_IA1A-3.sort.bam	X10	3577_3;3564_3	24	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT339_IA1A-3.sort.bam	X10	3577_3;3564_3	24	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	24	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT038_MK1-31.sort.bam	X10	3577_4;3564_4	24	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT352_MO1W-33.sort.bam	X10	3570_7	16	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT352_MO1W-33.sort.bam	X10	3570_7	16	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	42	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT314_MO1A-31.sort.bam	X10	3577_2;3564_2	42	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	48	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT270_IA1W_11R.sort.bam	X10	3577_1;3564_1	48	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	16	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	HT318_IA2A-11.sort.bam	X10	3577_2;3564_2	16	0.0288210402462353	control	0
HanXRQChr00c0001.99649	HT138_MK8-12.sort.bam	X10	3563_7	13	0.0288210402462353	within_lane	1
HanXRQChr00c0001.99649	HT138_MK8-12.sort.bam	X10	3563_7	13	0.0288210402462353	control	0
HanXRQChr00c0001.99649	Q098_SD1W-14.sort.bam	X10	3570_1	18	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	Q098_SD1W-14.sort.bam	X10	3570_1	18	0.0288210402462353	control	0
HanXRQChr00c0001.99649	Q096_SD1A-40.sort.bam	X10	3570_1	10	0.0288210402462353	within_lane	0
HanXRQChr00c0001.99649	Q096_SD1A-40.sort.bam	X10	3570_1	10	0.0288210402462353	control	0
HanXRQChr00c0001.99667	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	48	0.0291949821066211	within_lane	0
HanXRQChr00c0001.99667	HT091_MK6-22.sort.bam	X10	3577_4;3564_4	48	0.0291949821066211	control	0
HanXRQChr00c0001.99672	HT256_KS2A-4.sort.bam	X10	3563_8	12	0.454535673556814	within_lane	1
HanXRQChr00c0001.99672	HT256_KS2A-4.sort.bam	X10	3563_8	12	0.454535673556814	control	0
HanXRQChr00c0001.99672	Q021B_IA1W-2.sort.bam	X10	3577_6;3564_6	30	0.454535673556814	within_lane	1
HanXRQChr00c0001.99672	Q021B_IA1W-2.sort.bam	X10	3577_6;3564_6	30	0.454535673556814	control	1
HanXRQChr00c0001.99672	HT131_MK2-32.sort.bam	X10	3563_7	13	0.454535673556814	within_lane	0
HanXRQChr00c0001.99672	HT131_MK2-32.sort.bam	X10	3563_7	13	0.454535673556814	control	1
HanXRQChr00c0001.99672	HT300_MB1W16.sort.bam	X10	3570_6	5	0.437476468867024	within_lane	1
HanXRQChr00c0001.99672	HT300_MB1W16.sort.bam	X10	3570_6	5	0.437476468867024	control	1
HanXRQChr00c0001.99672	QPB3_IA2W-7.sort.bam	X10	3577_5;3564_5	17	0.454535673556814	within_lane	1
HanXRQChr00c0001.99672	QPB3_IA2W-7.sort.bam	X10	3577_5;3564_5	17	0.454535673556814	control	1
HanXRQChr00c0001.99672	Q091_MK4-13R.sort.bam	X10	3579_1;3564_8	11	0.454535673556814	within_lane	0
HanXRQChr00c0001.99672	Q091_MK4-13R.sort.bam	X10	3579_1;3564_8	11	0.454535673556814	control	1
HanXRQChr00c0001.99674	HT251_KS1A-16.sort.bam	X10	3570_6	11	0.281677309238656	within_lane	0
HanXRQChr00c0001.99674	HT251_KS1A-16.sort.bam	X10	3570_6	11	0.281677309238656	control	1
HanXRQChr00c0001.99674	HT237_MO1W-38.sort.bam	X10	3577_4;3564_4	24	0.281677309238656	within_lane	0
